;age;email;first_name;gender;genre;key;location;password;prefDate;rating;title_type;genre;top5
444;1984-04-15;Barbara01@hotmail.com;Barbara;Male;['FAMILY', 'REGIONAL AUSTRALIA', 'DOCUMENTARY'];Barbara01;Katwijk;Pu.(pr6&;[2020, 2022];['No preference'];['tv', 'Documentary'];['FAMILY', 'REGIONAL AUSTRALIA', 'DOCUMENTARY'];"[""The Merry Widow"", ""Universe With Brian Cox"", ""Recovery: The Mayhem"", ""David Attenborough's Global Adventure"", ""Dyad 1929"", ""Kangaroo Beach Summer Special (Mandarin)"", ""Minibeast Heroes"", ""Floogals"", ""Play School Art Crew"", ""Birdsong""]"
445;1958-03-30;Taylor759@icloud.com;Taylor;Male;['SCIENCE', 'REGIONAL AUSTRALIA', 'LIFESTYLE'];Taylor759;Kerkrade;78){Wb)%;[2016, 2019];['G'];['Documentary', 'News', 'Movie'];['SCIENCE', 'REGIONAL AUSTRALIA', 'LIFESTYLE'];"[""Miriam's Deathly Adventure"", ""Ask The Doctor"", ""For Your Consideration"", ""Australian Story"", ""Q+A Highlights"", ""Back To Nature"", ""Cliffy"", ""Boyer Lecture 2017: Professor Genevieve Bell"", ""COP26: Towards Zero"", ""A Dog's World With Tony Armstrong""]"
446;1983-06-23;Abraham00@live.nl;Abraham;Male;['DRAMA'];Abraham00;s-Hertogenbosch;3+(B_sK_;[2021, 2022];['MA'];['News', 'Documentary'];['DRAMA'];"[""The Bright Side"", ""Countdown To War"", ""How To Live Younger"", ""Blasko"", ""First Nation Farmers"", ""Big Deal"", ""Barrenjoey Road"", ""Further Back In Time For Dinner"", ""Ballet Now"", ""Putin: A Russian Spy Story""]"
447;1997-05-05;Kirbytje@outlook.nl;Kirby;Male;['NEWS', 'EDUCATION', 'INDIGENOUS'];Kirbytje;Eindhoven;#NAAM?;[2016, 2021];['G', 'PG', 'MA'];['Panel_Discussion'];['NEWS', 'EDUCATION', 'INDIGENOUS'];"[""Insiders"", ""Boyer Lecture 2017: Professor Genevieve Bell"", ""Afternoon Briefing"", ""One Plus One"", ""Shane Warne: In Conversation with Tracey Holmes"", ""Australia Talks 2019"", ""Barrie Cassidy's One Plus One"", ""Insiders: From The Couch"", ""SA Votes 2022"", ""QI""]"
448;1968-02-29;Anton123@icloud.com;Anton;Male;['EDUCATION'];Anton123;Deventer;f8)GvqhE;[2016, 2019];['MA', 'PG', 'M'];['Movie'];['EDUCATION'];"[""Murray Whelan: The Brush Off"", ""Like Minds"", ""On A Clear Day"", ""Snow Cake"", ""The Florida Project"", ""Adaptation"", ""Project Nim"", ""Bob & Carol & Ted & Alice"", ""The Little Death"", ""Thunderstruck""]"
449;1978-02-14;Lyle00@outlook.nl;Lyle;Male;['SCIENCE', 'ARTS & CULTURE', 'NEWS'];Lyle00;IJmuiden;?k4aWsKd;[2020, 2021];['No preference'];['Movie'];['SCIENCE', 'ARTS & CULTURE', 'NEWS'];"[""La Bamba"", ""Strictly Ballroom"", ""The Night We Called It A Day"", ""Infamous"", ""All That Jazz"", ""Philomena"", ""Human Touch"", ""Lore"", ""An Accidental Soldier"", ""St. Elmo's Fire""]"
450;2004-05-15;Phillip123@hotmail.com;Phillip;Male;['COMEDY', 'DRAMA'];Phillip123;Breda;3>Xbcncq;[2017, 2018];['M', 'MA'];['Panel_Discussion', 'tv'];['COMEDY', 'DRAMA'];"[""Legends Of Oz: Dorothy's Return"", ""You Can't Ask That In The Classroom"", ""Good Game Spawn Point"", ""Against All Odds: Inside Statistics"", ""Jack Irish Specials"", ""Pip's Tips"", ""Play School Art Time"", ""The Librarians"", ""Life Chat With Learn English"", ""Everyday English""]"
451;1954-10-12;Bennett123@gmail.com;Bennett;Male;['DRAMA', 'ARTS & CULTURE', 'REGIONAL AUSTRALIA'];Bennett123;Nieuwegein;_7Hw_@Nz;[2020, 2021];['MA', 'PG'];['News'];['DRAMA', 'ARTS & CULTURE', 'REGIONAL AUSTRALIA'];"[""Insiders: The Interviews"", ""Insiders"", ""Media Watch"", ""ABC News Mornings"", ""Our Dawn"", ""The World This Week"", ""Sovereignty: 50 Years of the Tent Embassy"", ""The Virus"", ""ABC News NSW"", ""The Ticket""]"
452;1979-10-28;Authurx@outlook.nl;Authur;Male;['REGIONAL AUSTRALIA', 'DOCUMENTARY'];Authurx;Rotterdam;Lj_!!2s7;[2016, 2022];['No preference'];['Documentary', 'News', 'tv'];['REGIONAL AUSTRALIA', 'DOCUMENTARY'];"[""Closed Doors"", ""The Moodys"", ""Chopsticks Or Fork?"", ""David Attenborough's Flying Monsters"", ""The Gruffalo"", ""Grandpa Honeyant Storytime"", ""Wild Rides"", ""Van der Valk"", ""Moon and Me"", ""The Secret River""]"
453;1982-08-15;Hurleyx@outlook.nl;Hurley;Male;['PANEL & DISCUSSION'];Hurleyx;Zaanstad;@XHGjV2];[2018, 2022];['No preference'];['tv', 'News', 'Movie'];['PANEL & DISCUSSION'];"[""Small Hands In A Big War"", ""The Straits"", ""Lost In Translation: Understanding Japan"", ""Peppa Pig (Mandarin)"", ""Shakespeare Uncovered"", ""7.30"", ""Wide Open Spaces"", ""Mr Deeds Goes To Town"", ""Trust The Man"", ""La Bamba""]"
454;1992-12-16;JeramyXX@outlook.nl;Jeramy;Male;['INDIGENOUS', 'SCIENCE', 'LIFESTYLE'];JeramyXX;Amsterdam;hP{}z3$T;[2018, 2020];['G', 'MA'];['Panel_Discussion', 'Documentary', 'News'];['INDIGENOUS', 'SCIENCE', 'LIFESTYLE'];"[""Further Back In Time For Dinner"", ""Big Weather (and how to survive it)"", ""Road To Now"", ""The Record"", ""Monash And Me"", ""That Christmas"", ""Maralinga Tjarutja"", ""Rulla's Connection to Country"", ""Vanished Girl: The Disappearance Of Eve Askew"", ""Manolo: The Boy Who Made Shoes For Lizards""]"
455;1985-05-26;Kadeem759@gmail.com;Kadeem;Male;['LIFESTYLE', 'SCIENCE', 'PANEL & DISCUSSION'];Kadeem759;Groningen;WDk&Gmm2;[2018, 2020];['No preference'];['Documentary', 'News', 'Panel_Discussion'];['LIFESTYLE', 'SCIENCE', 'PANEL & DISCUSSION'];"[""David Attenborough's Flying Monsters"", ""SA Votes 2022"", ""Tea with the Dames"", ""Further Back In Time For Dinner"", ""First Nation Farmers"", ""The Princes And The Press"", ""The Art Of Australia"", ""Man Up"", ""Women Of Steel"", ""Compass""]"
456;1954-04-14;Colten@outlook.com;Colten;Male;['FAMILY', 'ARTS & CULTURE', 'NEWS'];Colten;Den haag;xn3ALg^b;[2016, 2021];['G', 'PG', 'MA'];['News'];['FAMILY', 'ARTS & CULTURE', 'NEWS'];"[""New Normal"", ""ABC News Video Lab"", ""Our Dawn"", ""ABC Late News Weekend"", ""The World This Week"", ""Women In Politics"", ""Boyer Lecture 2019: Rachel Perkins"", ""National Press Club Address"", ""Wildflowers Of The Midwest Of WA"", ""ABC News QLD""]"
457;1961-05-04;Johnietjuuh@icloud.com;Johnie;Male;['KIDS'];Johnietjuuh;Bergen op Zoom;p+2deDvB;[2017, 2018];['PG'];['Movie'];['KIDS'];"[""Machete Kills"", ""An Accidental Soldier"", ""Five Easy Pieces"", ""Three Kingdoms"", ""Oliver!"", ""Not Suitable For Children"", ""The Producers"", ""The Lost Aviator"", ""La Bamba"", ""Paranoia""]"
458;2000-09-12;Ricardo123@outlook.nl;Ricardo;Male;['INDIGENOUS', 'SCIENCE', 'EDUCATION'];Ricardo123;Ridderkerk;h{6DkDAA;[2017, 2018];['M', 'PG'];['Panel_Discussion', 'News', 'tv'];['INDIGENOUS', 'SCIENCE', 'EDUCATION'];"[""Water Safety with Kangaroo Beach"", ""Finding The Archibald"", ""Unsung Secrets"", ""Live At The Apollo: The One About..."", ""The House In Session"", ""The Art Of Australia"", ""Andy And The Band"", ""Living With Fire"", ""The Cry"", ""The Poles Revealed""]"
459;1993-09-14;Wilber00@hotmail.nl;Wilber;Male;['LIFESTYLE'];Wilber00;Hilversum;ZLac&g2L;[2018, 2022];['MA', 'M', 'PG'];['News'];['LIFESTYLE'];"[""Afternoon Briefing"", ""Bee Cause"", ""When War Came To Australia"", ""The World This Week"", ""ABC News VIC"", ""Insiders: Talking Pictures"", ""The Bright Side"", ""Close Of Business"", ""Crocodile Territory: Protecting a Predator"", ""Boyer Lecture 2021: John Bell""]"
460;1980-12-31;Randolph759@hotmail.com;Randolph;Male;['LIFESTYLE'];Randolph759;Nieuwegein;kE[&hz)4;[2016, 2019];['PG', 'M'];['News', 'Documentary', 'Movie'];['LIFESTYLE'];"[""David Attenborough's Flying Monsters"", ""EXPOSED: The Case Of Keli Lane"", ""Cracking COVID"", ""Tommy"", ""January 26"", ""Ballet Now"", ""For Your Consideration"", ""How To Live Younger"", ""The Making Of Flying Monsters With David Attenborough"", ""The Tender Hook""]"
461;1983-09-07;Bryantjuuh@hotmail.nl;Bryan;Male;['LIFESTYLE'];Bryantjuuh;Den Helder;5bS>-kMh;[2021, 2022];['No preference'];['Movie', 'Panel_Discussion'];['LIFESTYLE'];"[""Ghost Stories"", ""Bob & Carol & Ted & Alice"", ""You Can't Ask That"", ""Flying Swords of Dragon Gate"", ""Rosie Batty's One Plus One"", ""Triangle"", ""Hunger"", ""Creation"", ""Tempe Tip"", ""The Boys Are Back""]"
462;1957-09-15;Lyndon00@icloud.com;Lyndon;Male;['LIFESTYLE', 'NEWS', 'SCIENCE'];Lyndon00;Almere;3>Xbcncq;[2016, 2017];['No preference'];['tv', 'Documentary', 'Movie'];['LIFESTYLE', 'NEWS', 'SCIENCE'];"[""Seeking Refuge"", ""Marking Time"", ""Play School At Home"", ""Laid"", ""The Gods Of Wheat Street"", ""Secrets Of Skin"", ""Live At The Apollo: The One About..."", ""The Brothers' Book Club"", ""The Demon Headmaster"", ""David Attenborough's Global Adventure""]"
463;1997-12-18;Glennx@gmail.com;Glenn;Male;['KIDS'];Glennx;Spijkenisse;K5JfChB/;[2018, 2022];['MA'];['tv', 'Panel_Discussion'];['KIDS'];"[""Space Nova"", ""Play School's Let's Eat"", ""Total Control"", ""Living The Dream"", ""The Storybuilding Tool Kit"", ""The Ex-PM"", ""Play School: Acknowledgement of Country"", ""Compass"", ""Carbon Cycles And Climate Change In The Tundra"", ""Deadly Family Portraits: Sansbury Sisters""]"
464;1999-08-07;Amasax@outlook.com;Amasa;Male;['KIDS'];Amasax;Hilversum;d{>KL2LZ;[2020, 2021];['G', 'MA'];['News', 'Panel_Discussion'];['KIDS'];"[""Heywire"", ""What's Your Story?"", ""ABC NEWS Live Stream"", ""ABC News ACT"", ""Close Of Business"", ""RetroFocus Presents: Yesterday's News"", ""New Normal"", ""Media Bites"", ""The Anxiety Project"", ""Adam Hills: The Last Leg""]"
465;1978-06-12;Lynntjuuh@icloud.com;Lynn;Male;['LIFESTYLE'];Lynntjuuh;Emmen;g)Ev8^(M;[2016, 2020];['No preference'];['News', 'Movie'];['LIFESTYLE'];"[""Vanished Girl: The Disappearance Of Eve Askew"", ""Q+A Highlights"", ""Hunger"", ""Auto Focus"", ""All That Jazz"", ""The Bright Side"", ""The Men Who Stare At Goats"", ""100 Bloody Acres"", ""Angel"", ""Coriolanus""]"
466;1956-01-01;Raphaeltje@outlook.nl;Raphael;Male;['DRAMA', 'REGIONAL AUSTRALIA', 'FAMILY'];Raphaeltje;Assen;5Fgv$4!u;[2017, 2020];['M'];['News', 'Panel_Discussion'];['DRAMA', 'REGIONAL AUSTRALIA', 'FAMILY'];"[""Census: Why We Count (2021)"", ""War Stories"", ""7.30"", ""Crocodile Territory: Protecting a Predator"", ""Australia Debates"", ""Bee Cause"", ""7.30: The Interviews"", ""The Anxiety Project"", ""Gruen Pitch"", ""Budget 2022: An ABC News Special""]"
467;1986-03-21;Bennettx@outlook.nl;Bennett;Male;['ARTS & CULTURE', 'LIFESTYLE'];Bennettx;Bergen op Zoom;fa/8Z5-d;[2016, 2017];['G'];['News'];['ARTS & CULTURE', 'LIFESTYLE'];"[""Media Watch"", ""Heywire 2021"", ""The Ticket"", ""Heywire"", ""Census: Why We Count (2021)"", ""ABC News NSW"", ""China Tonight"", ""Insiders: Talking Pictures"", ""The Business"", ""Way Out Ag""]"
468;1984-08-21;Lyndon759@outlook.nl;Lyndon;Male;['INDIGENOUS', 'COMEDY', 'DRAMA'];Lyndon759;Assen;vL5(GPbK;[2017, 2020];['No preference'];['Movie', 'Documentary', 'tv'];['INDIGENOUS', 'COMEDY', 'DRAMA'];"[""Phenomena"", ""And We Danced"", ""hoopla doopla! (Mandarin)"", ""The Wacky Word Show"", ""The Elegant Gentleman's Guide To Knife Fighting"", ""La Paquita"", ""The Chemical World"", ""I'm Not There"", ""Marking Time"", ""The Black Balloon""]"
469;1966-04-30;Allen00@icloud.com;Allen;Male;['EDUCATION', 'REGIONAL AUSTRALIA', 'PANEL & DISCUSSION'];Allen00;Almere;TY2$!b8H;[2019, 2021];['M', 'PG'];['Movie', 'Panel_Discussion'];['EDUCATION', 'REGIONAL AUSTRALIA', 'PANEL & DISCUSSION'];"[""January 26"", ""A Royal Night Out"", ""Australia Talks 2019"", ""Secret Men's Business"", ""Blessed"", ""Adoration"", ""You Can't Ask That (Simplified Chinese Subtitles)"", ""A Few Best Men"", ""You Can't Ask That"", ""Project Nim""]"
470;1982-08-18;Jessetjuuh@outlook.nl;Jesse;Male;['NEWS', 'PANEL & DISCUSSION', 'ARTS & CULTURE'];Jessetjuuh;Capelle aan den IJssel;bS9/bH-u;[2021, 2022];['MA'];['Documentary', 'Panel_Discussion', 'Movie'];['NEWS', 'PANEL & DISCUSSION', 'ARTS & CULTURE'];"[""The Broken Shore"", ""The Pool"", ""Thunderstruck"", ""EXPOSED: The Ghost Train Fire"", ""Capturing Cricket: Steve Waugh In India"", ""Like Minds"", ""A Raisin In The Sun"", ""Sherpa"", ""The End Of The Affair"", ""Insiders""]"
471;1971-08-16;Jamie00@live.nl;Jamie;Male;['NEWS', 'SCIENCE'];Jamie00;Heerlen;Sy5.kuc6;[2017, 2019];['MA'];['tv', 'Documentary', 'News'];['NEWS', 'SCIENCE'];"[""Dates That Made History"", ""Stan Grant's One Plus One"", ""Scottish Vets Down Under"", ""Get Into Textiles"", ""Christmas Sounds Better This Year"", ""Preppers"", ""My Five Cents"", ""Vanished Girl: The Disappearance Of Eve Askew"", ""Nella the Princess Knight"", ""Attenborough And The Empire Of The Ants""]"
472;1955-02-04;Herscheltje@outlook.nl;Herschel;Male;['LIFESTYLE', 'DRAMA', 'SCIENCE'];Herscheltje;Zaanstad;ZLac&g2L;[2018, 2022];['No preference'];['Panel_Discussion', 'tv', 'News'];['LIFESTYLE', 'DRAMA', 'SCIENCE'];"[""Further Back In Time For Dinner (Simplified Chinese Subtitles)"", ""Same But Different"", ""Mumbai - Managing a Megacity"", ""River Valley Civilizations"", ""Jack Irish Specials"", ""The Inbestigators"", ""Play School: Walking Together"", ""Wild Rides"", ""Bing"", ""Shed""]"
473;1955-08-12;Murrayx@hotmail.nl;Murray;Male;['NEWS', 'COMEDY'];Murrayx;Kampen;y/ea66H);[2019, 2021];['No preference'];['News', 'Documentary', 'tv'];['NEWS', 'COMEDY'];"[""The Wiggles, Nursery Rhymes"", ""Bronwyn Oliver: The Shadows Within"", ""What's Your Story?"", ""ABC News QLD"", ""Underscore"", ""Ties That Bind"", ""triple j's One Night Stand, Lucindale"", ""SeaChange"", ""Good Grief"", ""Dates That Made History""]"
474;1967-07-15;OllieXX@hotmail.com;Ollie;Male;['PANEL & DISCUSSION'];OllieXX;Zeist;kE[&hz)4;[2018, 2022];['No preference'];['Panel_Discussion', 'Documentary'];['PANEL & DISCUSSION'];"[""The Wimbledon Kidnapping"", ""Love On The Spectrum"", ""Barrenjoey Road"", ""The Making Of David Attenborough's Kingdom Of Plants"", ""EXPOSED: The Ghost Train Fire"", ""Last Man Standing: Suge Knight and the Murders of Biggie & Tupac"", ""Stargazing: Moon and Beyond"", ""Diana"", ""The Journey Home:  Reconciliation Through Repatriation"", ""Insiders: Talking Pictures""]"
475;1988-10-01;Justine@live.nl;Justine;Male;['LIFESTYLE', 'KIDS', 'EDUCATION'];Justine;Amsterdam;5g/fzS!D;[2017, 2022];['MA', 'PG', 'G'];['tv', 'Documentary', 'Panel_Discussion'];['LIFESTYLE', 'KIDS', 'EDUCATION'];"[""The Wonder Gang"", ""triple j Like A Version"", ""Nella the Princess Knight"", ""Finding The Archibald"", ""Year Of The Rabbit"", ""Press"", ""Armadillo: Narrated By David Attenborough"", ""Unforgotten"", ""Fireflies"", ""Play School Show Time""]"
476;1986-08-31;Nicolas00@outlook.nl;Nicolas;Male;['FAMILY'];Nicolas00;Lelystad;d8/AXLda;[2020, 2022];['G', 'M', 'MA'];['Movie'];['FAMILY'];"[""Cliffy"", ""Thr3e"", ""Blessed"", ""La Bamba"", ""Stand By Me"", ""Hunger"", ""The Walker"", ""Guess Who's Coming To Dinner"", ""Absolutely Anything"", ""Becoming Jane""]"
477;1961-03-09;Altontjuuh@hotmail.nl;Alton;Male;['PANEL & DISCUSSION'];Altontjuuh;Capelle aan den IJssel;2W$[rE9m;[2021, 2022];['No preference'];['tv'];['PANEL & DISCUSSION'];"[""The Zoo"", ""Small Hands In A Big War"", ""Living The Dream"", ""Play School: Kiya's Excellent eBirthday"", ""The Trials Of Jimmy Rose"", ""Ready, Steady, Wiggle!"", ""Full Proof"", ""Stargazing Live"", ""The Queen's Green Planet"", ""A Stargazer's Guide To The Cosmos (2018)""]"
478;1962-12-06;Eligahtjuuh@live.nl;Eligah;Male;['COMEDY', 'NEWS'];Eligahtjuuh;Spijkenisse;7c^H%2?3;[2021, 2022];['No preference'];['Panel_Discussion', 'tv'];['COMEDY', 'NEWS'];"[""Moon and Me (Mandarin)"", ""BTN: Media Literacy"", ""Back To Nature"", ""Songs of Praise: Enduring Hymns"", ""Barney's Barrier Reef"", ""Peter And The Wolf: Narrated By Miriam Margolyes"", ""Freeman"", ""Barrie Cassidy's One Plus One"", ""Penn And Teller: Fool Us"", ""David Attenborough's Rise Of Animals""]"
479;1961-09-12;Gustav@hotmail.nl;Gustav;Male;['SCIENCE'];Gustav;Amsterdam;/d>97MZV;[2016, 2018];['MA', 'G'];['Documentary', 'Movie', 'tv'];['SCIENCE'];"[""My Body Says"", ""Nella the Princess Knight"", ""Look Kool"", ""Trumbo"", ""Legends Of Oz: Dorothy's Return"", ""Rake"", ""Ethics Matters"", ""Stackorama!"", ""Mini Lessons: Science Secondary"", ""Sleeping Beauty""]"
480;1978-03-03;Rupert00@hotmail.com;Rupert;Male;['KIDS', 'EDUCATION', 'COMEDY'];Rupert00;s-Hertogenbosch;XtQr)4eB;[2020, 2022];['No preference'];['Movie', 'tv', 'Documentary'];['KIDS', 'EDUCATION', 'COMEDY'];"[""Life Chat With Learn English"", ""dirtgirlworld"", ""The Demon Headmaster"", ""The Teacher"", ""The Most Magnificent Thing"", ""Catching A Killer"", ""Hoot Hoot Go!"", ""Can We Save The Reef?"", ""Hey Duggee"", ""Play School Science Time""]"
481;1996-05-15;Jordonx@hotmail.nl;Jordon;Male;['PANEL & DISCUSSION', 'DRAMA', 'SCIENCE'];Jordonx;Etten-Leur;vL5(GPbK;[2019, 2022];['PG', 'M'];['News', 'tv', 'Panel_Discussion'];['PANEL & DISCUSSION', 'DRAMA', 'SCIENCE'];"[""Jack Irish Specials"", ""7.30 Mark Humphries Satire"", ""Lah-Lah's Stripy Sock Club"", ""Back In Time For Dinner"", ""Oils On The Water"", ""David Attenborough's Micro Monsters"", ""The Secret River"", ""Offsiders"", ""Doctor Who"", ""dirtgirlworld""]"
482;1973-04-04;Rodolfox@hotmail.com;Rodolfo;Male;['SCIENCE'];Rodolfox;Assen;k[5Q/8f?;[2019, 2022];['G'];['News', 'tv'];['SCIENCE'];"[""Doc Martin"", ""Peter And The Wolf: Narrated By Miriam Margolyes"", ""The Business"", ""Recovery Reunion"", ""Sir Mouse"", ""David Attenborough's Conquest Of The Skies"", ""David Attenborough's Great Barrier Reef"", ""Learn A Word"", ""The Anxiety Project"", ""January 26""]"
483;1965-02-22;Aubreytjuuh@live.nl;Aubrey;Male;['FAMILY'];Aubreytjuuh;Rheden;5cZ*gJGz;[2018, 2020];['MA'];['Panel_Discussion', 'Movie', 'tv'];['FAMILY'];"[""Zog"", ""The Drum"", ""Dates That Made History"", ""To Sir, With Love"", ""Silverpoint"", ""The Bright Side"", ""Tomorrow When The War Began"", ""Infamous"", ""The Russian Revolution"", ""Hey Duggee""]"
484;1979-05-18;Jim00@hotmail.com;Jim;Male;['NEWS'];Jim00;Den haag;s]42?_LK;[2018, 2020];['PG', 'M'];['News', 'Panel_Discussion'];['NEWS'];"[""Foreign Correspondent"", ""ABC News NT"", ""ABC News At Noon Weekend"", ""What's Your Story?"", ""Boyer Lecture 2021: John Bell"", ""Planet America"", ""Budget 2022: The Treasurer's Speech"", ""Whovians"", ""Spicks And Specks"", ""Insiders: From The Couch""]"
485;1966-03-09;Demarcotje@outlook.nl;Demarco;Male;['LIFESTYLE', 'EDUCATION'];Demarcotje;Delft;+c]X%9K!;[2016, 2019];['MA', 'PG'];['Panel_Discussion'];['LIFESTYLE', 'EDUCATION'];"[""Would I Lie To You?"", ""Insiders: The Interviews"", ""Australia Talks 2021"", ""Gruen Pitch"", ""QI"", ""January 26"", ""The Ticket"", ""Gruen"", ""Back To Earth: Stargazing Live"", ""Tomorrow Tonight""]"
486;1974-11-21;Israeltje@icloud.com;Israel;Male;['SCIENCE'];Israeltje;Nieuwegein;{}}m8]Eu;[2017, 2020];['M', 'PG', 'G'];['Panel_Discussion', 'News', 'tv'];['SCIENCE'];"[""Sarah's Channel"", ""The Railway Man"", ""Water Wisdom"", ""Smother"", ""Hard Quiz"", ""The Penguin King With David Attenborough"", ""If You See It, You Can Be It"", ""The Cry"", ""Play School: Through The Windows"", ""Remy & Boo""]"
487;1959-11-25;Santos01@outlook.nl;Santos;Male;['DRAMA', 'DOCUMENTARY'];Santos01;Gouda;?5y@3W${;[2020, 2021];['MA', 'M'];['Movie'];['DRAMA', 'DOCUMENTARY'];"[""Five Easy Pieces"", ""Greetings From Tim Buckley"", ""My Girl"", ""St. Elmo's Fire"", ""Becoming Jane"", ""Places In The Heart"", ""Adoration"", ""Tickled"", ""The Broken Shore"", ""Hunger""]"
488;1955-12-24;Boris@hotmail.com;Boris;Male;['FAMILY'];Boris;Veenendaal;4M{{pWf^;[2021, 2022];['No preference'];['Movie', 'Documentary', 'Panel_Discussion'];['FAMILY'];"[""On A Clear Day"", ""Cheri"", ""Prepping Australia"", ""Griff The Invisible"", ""Boyer Lecture 2017: Professor Genevieve Bell"", ""Control"", ""The Death And Life Of Otto Bloom"", ""The Last Station"", ""Louis Theroux: Shooting Joe Exotic"", ""The Great Acceleration""]"
489;1958-06-17;Louistjuuh@hotmail.nl;Louis;Male;['SCIENCE', 'FAMILY', 'DOCUMENTARY'];Louistjuuh;Almere;p+2deDvB;[2020, 2021];['No preference'];['News', 'tv'];['SCIENCE', 'FAMILY', 'DOCUMENTARY'];"[""Closed Doors"", ""ABC News VIC"", ""Lest We Forget What? Education Shorts"", ""Play School: Mindfully Me"", ""The Gods Of Wheat Street"", ""Find Me In Paris"", ""The Silence (UK)"", ""The Moodys"", ""Wiggly Fruit Salad"", ""Lah-Lah's Stripy Sock Club: Songs""]"
490;1963-09-27;Jesustje@hotmail.nl;Jesus;Male;['COMEDY'];Jesustje;Maastricht;4+/vQDuZ;[2019, 2021];['PG', 'MA'];['tv', 'Panel_Discussion', 'Movie'];['COMEDY'];"[""Barney's Barrier Reef"", ""Starter For 10"", ""No Friend But The Mountains: A Voyage Through Song"", ""Odd Squad Healthy Habits"", ""Back In Time For Dinner"", ""We Hunt Together"", ""China's Artful Dissident  (Simplified Chinese Subtitles)"", ""Teeny Tiny Stevies"", ""reIMAGINED: Romeo & Juliet"", ""Mr Smith Goes To Washington""]"
491;1981-01-06;Micheal@icloud.com;Micheal;Male;['DOCUMENTARY', 'EDUCATION', 'SCIENCE'];Micheal;Maastricht;qB>s3G[@;[2016, 2022];['G', 'M'];['News', 'Panel_Discussion'];['DOCUMENTARY', 'EDUCATION', 'SCIENCE'];"[""Boyer Lecture 2017: Professor Genevieve Bell"", ""SA Votes: Leaders' Debate 2022"", ""ABC News WA"", ""Wild Rides"", ""Heywire 2021"", ""SA Votes 2022"", ""Foreign Correspondent"", ""Barrie Cassidy's One Plus One"", ""Census: Why We Count (2021)"", ""Would I Lie To You?""]"
492;1954-04-19;Isaak01@icloud.com;Isaak;Male;['DRAMA'];Isaak01;Arnhem;y/ea66H);[2017, 2020];['M'];['News'];['DRAMA'];"[""ABC News VIC"", ""7.30 Mark Humphries Satire"", ""The Beautiful Bush"", ""Budget 2022: An ABC News Special"", ""Alan Kohler Explains"", ""ABC News With Auslan"", ""The Anxiety Project"", ""Fly Me To The Moon"", ""New Normal"", ""Heywire 2021""]"
493;1964-10-24;Luciustjuuh@live.nl;Lucius;Male;['DRAMA', 'KIDS', 'LIFESTYLE'];Luciustjuuh;Hilversum;xy>5m(T/;[2017, 2019];['G'];['Movie'];['DRAMA', 'KIDS', 'LIFESTYLE'];"[""Bob & Carol & Ted & Alice"", ""My Kingdom"", ""Wild Target"", ""My Tehran For Sale"", ""Angel"", ""Paranoia"", ""Splinter"", ""Lore"", ""Creation"", ""The Black Balloon""]"
494;2002-06-14;Quentinx@live.nl;Quentin;Male;['FAMILY'];Quentinx;Den Helder;#NAAM?;[2016, 2019];['No preference'];['News', 'tv', 'Movie'];['FAMILY'];"[""Play School: Mindfully Me"", ""Doctor Who: Eve of the Daleks"", ""Deadly Family Portraits: Sansbury Sisters"", ""Peter Rabbit"", ""Australia Remastered: Australia's Oceans"", ""The Making Of The Penguin King With David Attenborough"", ""Moodies"", ""Tate Britain's Great Art Walks"", ""The Five"", ""Love On The Spectrum""]"
495;1953-10-25;Darreltje@hotmail.nl;Darrel;Male;['FAMILY', 'DRAMA', 'REGIONAL AUSTRALIA'];Darreltje;Haarlem;Y6DUb[5K;[2016, 2017];['G'];['Documentary', 'Panel_Discussion', 'News'];['FAMILY', 'DRAMA', 'REGIONAL AUSTRALIA'];"[""Making Muriel"", ""Last Man Standing: Suge Knight and the Murders of Biggie & Tupac"", ""Ageless Friendships"", ""Maralinga Tjarutja"", ""ABC News QLD"", ""Christmas In Australia With Christine Anu"", ""The Anxiety Project"", ""The Record"", ""Making Of Micro Monsters with David Attenborough"", ""Miriam Margolyes Almost Australian""]"
496;1985-07-05;Micah00@outlook.com;Micah;Male;['SCIENCE', 'PANEL & DISCUSSION', 'COMEDY'];Micah00;Gouda;p+SZ8.aJ;[2017, 2018];['No preference'];['Panel_Discussion', 'tv', 'Documentary'];['SCIENCE', 'PANEL & DISCUSSION', 'COMEDY'];"[""Doc Martin: On The Edge"", ""Stargazing: Moon and Beyond"", ""Dino Dana"", ""Boyer Lecture 2019: Rachel Perkins"", ""Rhymes And Songs"", ""My Place"", ""Miriam Margolyes Almost Australian"", ""Our Dawn"", ""Hannah Gadsby's Nakedy Nudes"", ""I'm Wanita""]"
497;1981-09-25;Ryan759@live.nl;Ryan;Male;['LIFESTYLE', 'REGIONAL AUSTRALIA'];Ryan759;Groningen;}qMYLe4^;[2018, 2019];['No preference'];['Movie', 'tv'];['LIFESTYLE', 'REGIONAL AUSTRALIA'];"[""National Treasure"", ""Freeman"", ""Further Back In Time For Dinner: The Development Of A Nation"", ""Brave Bunnies"", ""A Royal Night Out"", ""The Set"", ""Pins And Nettie"", ""Stick Man"", ""Goldstone"", ""Art Blast""]"
